"contact-coeff-00","contact-coeff-10","contact-coeff-20","contact-coeff-30","contact-coeff-40","contact-coeff-50","contact-coeff-60","contact-coeff-70","contact-coeff-80","contact-coeff-postld-00","contact-coeff-postld-10","contact-coeff-postld-20","contact-coeff-postld-30","contact-coeff-postld-40","contact-coeff-postld-50","contact-coeff-postld-60","contact-coeff-postld-70","contact-coeff-postld-80","firstlockdown-endday","mean-time-vent","death-prob-home-60","death-prob-home-70","death-prob-home-80","time-symp-to-hosp","dev-len-hospstay","dev-icu-frac","dev-icu-frac-phase2","dev-icu-frac-phase2beginday","prob-icu-vent","dev-ventdeath-mid","hosp-frac-10","hosp-frac-20","hosp-frac-30","hosp-frac-40","hosp-frac-50","hosp-frac-60","hosp-frac-70","hosp-frac-80","rr.1","rr.2","rr.3","rr.4","rr.5"
10.5213232909677,7.60745755810614,6.9249043463602,6.08607374207575,5.47966660774668,4.2336764733834,3.52006606783003,4.73346078431164,10.0595443339705,1.90977028100627,3.75368247488474,1.247304333094,1.34912956094184,0.899605335704062,0.827945250902342,0.570487182228753,0.696863152791907,2.32467772551438,144.930210050612,8.22507614162327,0.0156983824149737,0.111952959560553,0.251482400593097,2.09258414561393,0.485392933527885,0.404252174378077,0.337553447642339,124.622427546293,0.675900343319521,1.11639550514847,0.018169896300654,0.028096387299291,0.0399300420718431,0.0674797467793467,0.0871954814305779,0.172258091641482,0.295670475908648,0.269310367732189,0.0910836419564884,0.238314100148598,0.380082396730476,0.0225396729438186,0.109610880803399
10.9370360749895,7.58147008147874,6.89708562542735,6.11413056777926,5.35622484903387,4.13789391163948,3.40026943565413,4.74881993097069,10.0342567093925,1.75415070465911,3.5571803243677,1.18203858285818,1.27033333349202,0.837351554897619,0.786823057754174,0.549947102627783,0.657196820276926,2.27556766241581,144.726270837826,8.02860268410887,0.0159420780334143,0.110229382431913,0.255961456995801,2.18535221329226,0.491296196330752,0.423124066405831,0.352399573547408,125.486606472732,0.674606324111054,1.12845626352245,0.0183317160207235,0.0288159228328757,0.0409365034017804,0.0674249968441217,0.0886716472662336,0.172816049719686,0.300176621377147,0.273361037355129,0.123390700704599,0.129878583823512,0.358733763048429,0.349844834822735,0.0287148775229884
10.9458658106229,7.24647526101189,6.77003867352094,6.30775214892197,5.38340856312739,4.16313031379257,3.27654622941726,4.75208784310834,10.0873281270841,1.81740174195227,3.66891294773483,1.17741880476384,1.30348829193193,0.822744922234224,0.788693028120638,0.557086567641485,0.665933889993219,2.17594013370686,143.919640037448,7.89524753602091,0.0157080716476448,0.108143400895909,0.261987430657602,2.36140694066151,0.485979258643834,0.41803586070954,0.348286662546684,124.049696655318,0.680883289072783,1.13562555725738,0.0184353677612464,0.0300433429833952,0.0397533025106101,0.0671372875440021,0.0908915915279098,0.174872029607451,0.299292954333529,0.267748274441809,0.0615483120140475,0.298202251054651,0.244518771166422,0.108099426720767,0.169911073438419
10.5548277803587,7.46292074301279,7.04463076597068,6.31625520907734,5.2860511484241,4.06552225662502,3.48544352838299,4.70741540936461,10.1846127728209,1.83451750748862,3.71036981724215,1.22065616141798,1.32952531516737,0.896527525314383,0.824199531216065,0.566948367131707,0.678246292710801,2.30479206548269,143.676745275869,8.10460920238424,0.0163255639892254,0.109861064494381,0.259774672328781,2.39322039478464,0.486074184694532,0.419714852602474,0.365372233287172,124.903413988215,0.690152868051523,1.1263065747036,0.019583006993024,0.029261894877678,0.039582793601492,0.0679990044489025,0.0942576399871798,0.173742399133153,0.302053651729875,0.264636687685142,0.0624529682734552,0.484245129618325,0.19619559856665,0.0851086822276554,0.0811774440557832
10.8554716797687,7.43241112267316,6.91845585283648,6.33725164932164,5.3406758569165,4.21598561229924,3.55258801204364,4.64965957871742,9.79702574906834,1.95277066631438,3.72260716707987,1.25038659146663,1.3530619410367,0.876364160705372,0.798650537031666,0.574959550516425,0.690213815337435,2.26538239480228,144.355331366713,8.03889140226132,0.0170599786682654,0.108080335836972,0.262891808039956,2.40104374568827,0.47784911940492,0.425475858559065,0.359735836084192,124.201930745953,0.68343430295303,1.11606327210288,0.0190751226080637,0.0301530940759433,0.0383351649784706,0.0668124578758271,0.0955893906677824,0.171623761270545,0.303980512495668,0.263535145241681,0.112564324579707,0.304849348272622,0.311333346452541,0.0769521722531138,0.0535754060468313
10.7896495795593,7.14250542900238,6.8092915228256,6.46806539519239,5.46811069019232,4.27894654977425,3.53514312905824,4.77493592937937,9.96141694082682,1.91602602898714,3.71043406014528,1.25715706254672,1.41688040175523,0.901369299047904,0.82197501295666,0.581918904258784,0.705253624905478,2.43070623632746,144.242205268622,7.85472036094825,0.0164892789525006,0.110466687191402,0.271464752009013,2.52547829633296,0.469204359728201,0.431826450482913,0.356314073031283,123.192942290363,0.673912662365285,1.11863010099264,0.0190843382735895,0.0293955168274658,0.0381391557218649,0.0660933208795107,0.0979052893427592,0.173099143370074,0.306906212641949,0.264117226895173,0.130814101005356,0.227831044824498,0.413932044927667,0.0509155176810002,0.0582532299174511
10.692961369044,7.07185180184571,7.29053864989512,6.57179934461296,5.44625451837778,4.34897345572889,3.57941971217218,4.83539153378586,10.11800057111,1.96776770734993,3.67611721342759,1.23879104465867,1.31954707824996,0.887931028447912,0.808124088474796,0.578951763316358,0.707272033550693,2.28576718178789,144.340280274622,7.83485192483256,0.0156536505749068,0.106038759805696,0.271274985427974,2.51683418529546,0.473786723379563,0.434653828968172,0.333603473942123,123.931457765766,0.675274055574859,1.12358543695187,0.020252793646157,0.0295465613126789,0.0370362104603696,0.0641966082465598,0.0958675726976792,0.17308332263075,0.307196984257901,0.269708145232949,0.0942375832099673,0.208842448566023,0.489042725481929,0.073134894398505,0.0458280091901587
10.4432103510543,6.78952459718282,7.28560898274398,6.49823548708493,5.91128462813471,4.35296315630263,3.72146731458101,4.97232662649514,10.0785543712268,1.83377047377556,3.57747591630386,1.20464399146766,1.30242489196805,0.873300286813909,0.783077834322987,0.548434919883943,0.66475440731591,2.29258912438671,143.975281125815,7.90024698073612,0.0153680095567813,0.112876569236216,0.273661745149818,2.46807565258187,0.46503007989752,0.445909913974279,0.335320800909263,122.867443803746,0.669661790875199,1.12301685893032,0.0184465492186276,0.0293172472832553,0.036486264977,0.0654326191244941,0.097375470894801,0.170679565461481,0.30490232791628,0.268027578843273,0.112923854861693,0.228886032553961,0.349016659214402,0.129581575619022,0.139427232864977
10.3327078401823,7.08835854060342,7.12883375808031,6.44892205364499,5.65356588725582,4.34800341152693,3.48069049394544,4.75444114908695,10.1628486975532,1.82726094891477,3.62042895082365,1.21900919671526,1.32053337600239,0.897690024785497,0.783789516465505,0.564330418733199,0.689708379757003,2.23461324128364,143.680552262779,7.92845141080819,0.0152099375488808,0.113918779764261,0.276922720401296,2.50320143045099,0.451940122595208,0.432105270711116,0.339721178596787,121.554226093977,0.67050397925341,1.13197300606655,0.0181532759307607,0.0265996934520935,0.0354004816814255,0.0644695292757345,0.094330063034669,0.170183551014688,0.303979047337641,0.271435886756323,0.0700309382649053,0.295792078453304,0.271712664609633,0.0947526067053003,0.0840570427829518
9.98936067244815,7.52509019453935,7.07862188952588,6.4626616299427,5.37887824535721,4.27331744363051,3.53466326305908,4.73324862383661,10.0584556961296,1.84196053728237,3.60861482547498,1.21444949060862,1.32858239455645,0.857724611694479,0.784303517620789,0.583391791472292,0.674304078499078,2.25284288586357,143.839262391435,7.83638907406378,0.0158206947113362,0.110057709270198,0.279195316402799,2.46801827017389,0.442182976055317,0.443287036967839,0.332861542339587,122.597095850271,0.676251760517922,1.13567651206291,0.0182046639364492,0.0259024270906273,0.0339327096081055,0.0638905341118231,0.0972559100593749,0.167421553685066,0.302186191889604,0.273728667364698,0.120066884517379,0.371954699033876,0.239465651987961,0.00772705508147117,0.113122909590487
