sim,incl_00,incl_10,incl_20,incl_30,incl_40,incl_50,incl_60,incl_70,incl_80,-vac1-ratio-00,-vac1-ratio-10,-vac1-ratio-20,-vac1-ratio-30,-vac1-ratio-40,-vac1-ratio-50,-vac1-ratio-60,-vac1-ratio-70,-vac1-ratio-80
292,1,0,0,1,0,0,1,0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0
293,1,0,0,1,0,0,1,0,1,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.25
294,1,0,0,1,0,0,1,1,0,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.0
295,1,0,0,1,0,0,1,1,1,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.2
296,1,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0
297,1,0,0,1,0,1,0,0,1,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25
298,1,0,0,1,0,1,0,1,0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0
299,1,0,0,1,0,1,0,1,1,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2
300,1,0,0,1,0,1,1,0,0,0.25,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.0
301,1,0,0,1,0,1,1,0,1,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2
302,1,0,0,1,0,1,1,1,0,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.0
303,1,0,0,1,0,1,1,1,1,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
304,1,0,0,1,1,0,0,0,0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
305,1,0,0,1,1,0,0,0,1,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.25
306,1,0,0,1,1,0,0,1,0,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0
307,1,0,0,1,1,0,0,1,1,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2
308,1,0,0,1,1,0,1,0,0,0.25,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0
309,1,0,0,1,1,0,1,0,1,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.2
310,1,0,0,1,1,0,1,1,0,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.2,0.0
311,1,0,0,1,1,0,1,1,1,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
312,1,0,0,1,1,1,0,0,0,0.25,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0
313,1,0,0,1,1,1,0,0,1,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2
314,1,0,0,1,1,1,0,1,0,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.0
315,1,0,0,1,1,1,0,1,1,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
316,1,0,0,1,1,1,1,0,0,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0
317,1,0,0,1,1,1,1,0,1,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
318,1,0,0,1,1,1,1,1,0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
319,1,0,0,1,1,1,1,1,1,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
320,1,0,1,0,0,0,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
321,1,0,1,0,0,0,0,0,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
322,1,0,1,0,0,0,0,1,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
323,1,0,1,0,0,0,0,1,1,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.25
324,1,0,1,0,0,0,1,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
325,1,0,1,0,0,0,1,0,1,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.25
326,1,0,1,0,0,0,1,1,0,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0
327,1,0,1,0,0,0,1,1,1,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.2
328,1,0,1,0,0,1,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
329,1,0,1,0,0,1,0,0,1,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.25
330,1,0,1,0,0,1,0,1,0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0
331,1,0,1,0,0,1,0,1,1,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.2
332,1,0,1,0,0,1,1,0,0,0.25,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.0
333,1,0,1,0,0,1,1,0,1,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.2
334,1,0,1,0,0,1,1,1,0,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.2,0.0
335,1,0,1,0,0,1,1,1,1,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
336,1,0,1,0,1,0,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
337,1,0,1,0,1,0,0,0,1,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.25
338,1,0,1,0,1,0,0,1,0,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0
339,1,0,1,0,1,0,0,1,1,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2
340,1,0,1,0,1,0,1,0,0,0.25,0.0,0.25,0.0,0.25,0.0,0.25,0.0,0.0
341,1,0,1,0,1,0,1,0,1,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2
342,1,0,1,0,1,0,1,1,0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.2,0.0
343,1,0,1,0,1,0,1,1,1,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
344,1,0,1,0,1,1,0,0,0,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.0,0.0
345,1,0,1,0,1,1,0,0,1,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.2
346,1,0,1,0,1,1,0,1,0,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0
347,1,0,1,0,1,1,0,1,1,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
348,1,0,1,0,1,1,1,0,0,0.2,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0
349,1,0,1,0,1,1,1,0,1,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
350,1,0,1,0,1,1,1,1,0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
351,1,0,1,0,1,1,1,1,1,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
352,1,0,1,1,0,0,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
353,1,0,1,1,0,0,0,0,1,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.25
354,1,0,1,1,0,0,0,1,0,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.25,0.0
355,1,0,1,1,0,0,0,1,1,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.2
356,1,0,1,1,0,0,1,0,0,0.25,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0.0
357,1,0,1,1,0,0,1,0,1,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.2
358,1,0,1,1,0,0,1,1,0,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0
359,1,0,1,1,0,0,1,1,1,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
360,1,0,1,1,0,1,0,0,0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0
361,1,0,1,1,0,1,0,0,1,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2
362,1,0,1,1,0,1,0,1,0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.2,0.0
363,1,0,1,1,0,1,0,1,1,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
364,1,0,1,1,0,1,1,0,0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,0.0,0.0
365,1,0,1,1,0,1,1,0,1,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
366,1,0,1,1,0,1,1,1,0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
367,1,0,1,1,0,1,1,1,1,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
368,1,0,1,1,1,0,0,0,0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0
369,1,0,1,1,1,0,0,0,1,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2
370,1,0,1,1,1,0,0,1,0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0
371,1,0,1,1,1,0,0,1,1,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
372,1,0,1,1,1,0,1,0,0,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.0,0.0
373,1,0,1,1,1,0,1,0,1,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
374,1,0,1,1,1,0,1,1,0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
375,1,0,1,1,1,0,1,1,1,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
376,1,0,1,1,1,1,0,0,0,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0
377,1,0,1,1,1,1,0,0,1,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
378,1,0,1,1,1,1,0,1,0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
379,1,0,1,1,1,1,0,1,1,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
380,1,0,1,1,1,1,1,0,0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
381,1,0,1,1,1,1,1,0,1,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
382,1,0,1,1,1,1,1,1,0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
383,1,0,1,1,1,1,1,1,1,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.125,0.125
384,1,1,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,1,1,0,0,0,0,0,0,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
386,1,1,0,0,0,0,0,1,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
387,1,1,0,0,0,0,0,1,1,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.25
388,1,1,0,0,0,0,1,0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
389,1,1,0,0,0,0,1,0,1,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25
390,1,1,0,0,0,0,1,1,0,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.0
391,1,1,0,0,0,0,1,1,1,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2
392,1,1,0,0,0,1,0,0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
393,1,1,0,0,0,1,0,0,1,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.25
394,1,1,0,0,0,1,0,1,0,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.25,0.0
395,1,1,0,0,0,1,0,1,1,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.2,0.2
396,1,1,0,0,0,1,1,0,0,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.0
397,1,1,0,0,0,1,1,0,1,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2
398,1,1,0,0,0,1,1,1,0,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.0
399,1,1,0,0,0,1,1,1,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
400,1,1,0,0,1,0,0,0,0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
401,1,1,0,0,1,0,0,0,1,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25
402,1,1,0,0,1,0,0,1,0,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.25,0.0
403,1,1,0,0,1,0,0,1,1,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.2
404,1,1,0,0,1,0,1,0,0,0.25,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0
405,1,1,0,0,1,0,1,0,1,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2
406,1,1,0,0,1,0,1,1,0,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.0
407,1,1,0,0,1,0,1,1,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
408,1,1,0,0,1,1,0,0,0,0.25,0.25,0.0,0.0,0.25,0.25,0.0,0.0,0.0
409,1,1,0,0,1,1,0,0,1,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2
410,1,1,0,0,1,1,0,1,0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0
411,1,1,0,0,1,1,0,1,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
412,1,1,0,0,1,1,1,0,0,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0
413,1,1,0,0,1,1,1,0,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
414,1,1,0,0,1,1,1,1,0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
415,1,1,0,0,1,1,1,1,1,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
416,1,1,0,1,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
417,1,1,0,1,0,0,0,0,1,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25
418,1,1,0,1,0,0,0,1,0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.25,0.0
419,1,1,0,1,0,0,0,1,1,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2
420,1,1,0,1,0,0,1,0,0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0
421,1,1,0,1,0,0,1,0,1,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2
422,1,1,0,1,0,0,1,1,0,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.2,0.0
423,1,1,0,1,0,0,1,1,1,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
424,1,1,0,1,0,1,0,0,0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.0,0.0
425,1,1,0,1,0,1,0,0,1,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0,0.2
426,1,1,0,1,0,1,0,1,0,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0
427,1,1,0,1,0,1,0,1,1,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
428,1,1,0,1,0,1,1,0,0,0.2,0.2,0.0,0.2,0.0,0.2,0.2,0.0,0.0
429,1,1,0,1,0,1,1,0,1,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
430,1,1,0,1,0,1,1,1,0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
431,1,1,0,1,0,1,1,1,1,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
432,1,1,0,1,1,0,0,0,0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0
433,1,1,0,1,1,0,0,0,1,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.2
434,1,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0
435,1,1,0,1,1,0,0,1,1,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
436,1,1,0,1,1,0,1,0,0,0.2,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0
437,1,1,0,1,1,0,1,0,1,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
438,1,1,0,1,1,0,1,1,0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
439,1,1,0,1,1,0,1,1,1,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
440,1,1,0,1,1,1,0,0,0,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0
441,1,1,0,1,1,1,0,0,1,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
442,1,1,0,1,1,1,0,1,0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
443,1,1,0,1,1,1,0,1,1,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
444,1,1,0,1,1,1,1,0,0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
445,1,1,0,1,1,1,1,0,1,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
446,1,1,0,1,1,1,1,1,0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
447,1,1,0,1,1,1,1,1,1,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.125,0.125
448,1,1,1,0,0,0,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
449,1,1,1,0,0,0,0,0,1,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.25
450,1,1,1,0,0,0,0,1,0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.25,0.0
451,1,1,1,0,0,0,0,1,1,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2
452,1,1,1,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.0,0.0
453,1,1,1,0,0,0,1,0,1,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.2
454,1,1,1,0,0,0,1,1,0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0
455,1,1,1,0,0,0,1,1,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
456,1,1,1,0,0,1,0,0,0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0
457,1,1,1,0,0,1,0,0,1,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2
458,1,1,1,0,0,1,0,1,0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0
459,1,1,1,0,0,1,0,1,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
460,1,1,1,0,0,1,1,0,0,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0
461,1,1,1,0,0,1,1,0,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666
462,1,1,1,0,0,1,1,1,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
463,1,1,1,0,0,1,1,1,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
464,1,1,1,0,1,0,0,0,0,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0
465,1,1,1,0,1,0,0,0,1,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.2
466,1,1,1,0,1,0,0,1,0,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.2,0.0
467,1,1,1,0,1,0,0,1,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666
468,1,1,1,0,1,0,1,0,0,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.0,0.0
469,1,1,1,0,1,0,1,0,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666
470,1,1,1,0,1,0,1,1,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0
471,1,1,1,0,1,0,1,1,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
472,1,1,1,0,1,1,0,0,0,0.2,0.2,0.2,0.0,0.2,0.2,0.0,0.0,0.0
473,1,1,1,0,1,1,0,0,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666
474,1,1,1,0,1,1,0,1,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0
475,1,1,1,0,1,1,0,1,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
476,1,1,1,0,1,1,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0
477,1,1,1,0,1,1,1,0,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
478,1,1,1,0,1,1,1,1,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
479,1,1,1,0,1,1,1,1,1,0.125,0.125,0.125,0.0,0.125,0.125,0.125,0.125,0.125
480,1,1,1,1,0,0,0,0,0,0.25,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0
481,1,1,1,1,0,0,0,0,1,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2
482,1,1,1,1,0,0,0,1,0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0
483,1,1,1,1,0,0,0,1,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666
484,1,1,1,1,0,0,1,0,0,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0
485,1,1,1,1,0,0,1,0,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666
486,1,1,1,1,0,0,1,1,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0
487,1,1,1,1,0,0,1,1,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
488,1,1,1,1,0,1,0,0,0,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0
489,1,1,1,1,0,1,0,0,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666
490,1,1,1,1,0,1,0,1,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0
491,1,1,1,1,0,1,0,1,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285
492,1,1,1,1,0,1,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0
493,1,1,1,1,0,1,1,0,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285
