sim,incl_00,incl_10,incl_20,incl_30,incl_40,incl_50,incl_60,incl_70,incl_80,-vac1-ratio-00,-vac1-ratio-10,-vac1-ratio-20,-vac1-ratio-30,-vac1-ratio-40,-vac1-ratio-50,-vac1-ratio-60,-vac1-ratio-70,-vac1-ratio-80
494,1,1,1,1,0,1,1,1,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0
495,1,1,1,1,0,1,1,1,1,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.125,0.125
496,1,1,1,1,1,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0
497,1,1,1,1,1,0,0,0,1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666
498,1,1,1,1,1,0,0,1,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0
499,1,1,1,1,1,0,0,1,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285,0.14285714285714285
500,1,1,1,1,1,0,1,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0
501,1,1,1,1,1,0,1,0,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285
502,1,1,1,1,1,0,1,1,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.0
503,1,1,1,1,1,0,1,1,1,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125,0.125
504,1,1,1,1,1,1,0,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0
505,1,1,1,1,1,1,0,0,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285
506,1,1,1,1,1,1,0,1,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0
507,1,1,1,1,1,1,0,1,1,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.125
508,1,1,1,1,1,1,1,0,0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0
509,1,1,1,1,1,1,1,0,1,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.125
510,1,1,1,1,1,1,1,1,0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.0
511,1,1,1,1,1,1,1,1,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111
