"contact-coeff-00","contact-coeff-10","contact-coeff-20","contact-coeff-30","contact-coeff-40","contact-coeff-50","contact-coeff-60","contact-coeff-70","contact-coeff-80","contact-coeff-postld-00","contact-coeff-postld-10","contact-coeff-postld-20","contact-coeff-postld-30","contact-coeff-postld-40","contact-coeff-postld-50","contact-coeff-postld-60","contact-coeff-postld-70","contact-coeff-postld-80","firstlockdown-endday","mean-time-vent","death-prob-home-70","death-prob-home-80","time-symp-to-hosp","dev-len-hospstay","dev-icu-frac","dev-icu-frac-phase2","dev-icu-frac-phase2beginday","prob-icu-vent","dev-ventdeath-mid","hosp-frac-10","hosp-frac-20","hosp-frac-30","hosp-frac-40","hosp-frac-50","hosp-frac-60","hosp-frac-70","hosp-frac-80","rr.1"
3.89501811797574,2.66314356702144,3.75398640008337,3.5715470412563,3.25174829049766,2.44103686427217,2.42626003123876,3.28236494045534,8.39003705163461,1.44761887156644,3.69645193260278,1.12191403611179,0.762565586760038,0.639089535968316,0.622010766100283,0.532864869203443,0.592814698735389,0.359311667151499,125.20521568403,7.50851780170306,0.0894337297772618,0.341533638548549,4.00616242575733,0.97127903048142,1.02102491851489,0.516089332812051,156.451109299006,0.763179913865115,0.832431603630784,0.0333680730713084,0.0300911415396987,0.0564597456012513,0.0624746529002109,0.0996938335169475,0.205488639222322,0.293422972013535,0.201346409461311,0.755029592142346
3.93282284835483,2.58759804955884,3.68629000400516,3.59863251240514,3.22554728826907,2.43607317512014,2.35447816272562,3.22450367189337,8.45085512511264,1.41310499644503,3.69409474826904,1.1066249350415,0.738952658641121,0.646192910758859,0.610006293971803,0.543519736817219,0.574215731163626,0.345139452686682,125.147301736112,7.51771821922084,0.0884244960861024,0.34113597975075,4.05129572147141,0.977508269037765,1.02062175278029,0.514551705979643,156.175381667392,0.762372108275399,0.833485420255801,0.0336698126523561,0.0298485702207164,0.0558323914771132,0.0626661006317238,0.100585909279281,0.206098381659445,0.295020917278281,0.199175529673938,0.748646957051563
3.9135112201903,2.54683854475325,3.73036604021428,3.62439448320863,3.21947536247069,2.45222269108803,2.37622468307504,3.18870370935912,8.45039662936662,1.4397024169377,3.73266177887722,1.0840852045026,0.744936977238028,0.632226302761181,0.600821974405295,0.524388087763666,0.582885746916175,0.345870482833588,125.235995364784,7.43390222616662,0.0876157550130198,0.340996997267376,4.08258340109964,0.982713544926098,1.02024528355714,0.513380249422542,156.695963673594,0.762769756165802,0.831153448666212,0.0331380012813891,0.0294288230866229,0.0563605864336818,0.0623664255471291,0.0994194894712167,0.206746142418715,0.294612186635893,0.199449382057377,0.764115884869961
3.81353144761192,2.6110688969252,3.72371123183227,3.64253516416956,3.25870428674853,2.40826628753505,2.4267788217148,3.26379438279774,8.48192745767329,1.3980015907122,3.6899943181686,1.0930607667143,0.743687188599669,0.636268585651529,0.618452530093334,0.517574534019305,0.581221052032804,0.343586003454597,125.417349287488,7.4362689986017,0.0878204991467498,0.339657934908057,4.13769630528386,0.982144337773882,1.02053675060629,0.510764585032409,156.619788282133,0.758834793827254,0.83160994531703,0.0328767546606392,0.0294570347433873,0.0567552464415645,0.0623817492663932,0.0989882217204573,0.207255847674777,0.293659807001407,0.198616876608432,0.747557207285464
3.87719010615213,2.66727590948316,3.71866936538759,3.58812207124513,3.2090856548087,2.45337541383448,2.32636258616375,3.19678015326946,8.50134114755047,1.45073166965306,3.64312864458493,1.12262095387713,0.768994613318219,0.653793519933709,0.632403280320783,0.550070022348011,0.599292269407527,0.349831835316198,125.726327078194,7.39174442500166,0.0884762441995206,0.339714924461823,4.18449287335721,0.982617980354102,1.02091388098636,0.506126107429141,156.058228828041,0.75993101906954,0.833651662233341,0.0325984052163661,0.0299550178615729,0.0563533984812171,0.0635203817991375,0.0984595295731586,0.208142575830776,0.295262773188268,0.197718584578431,0.767751998647555
3.9402402823138,2.67149607437004,3.76169574208303,3.51148418557113,3.2046402400869,2.44074661058185,2.40216904194791,3.22351863564478,8.46515955483425,1.48716303788676,3.57052838729154,1.10374574666867,0.774884481136264,0.657274743513228,0.626295195340267,0.529702654046665,0.591058564271875,0.345666010167333,125.44337118984,7.35136008040149,0.0918365721883508,0.339957892810721,4.13759745212961,0.978156000992421,1.02606525506203,0.498891879017923,156.649859801707,0.759073738853815,0.837926724504824,0.0317471613353916,0.029963900413568,0.0556527713063619,0.0627547874867723,0.0995523917631278,0.208437072925282,0.29455132064822,0.197379917255814,0.751742121912598
3.99549986868657,2.71846963101819,3.73280993172815,3.6669816958909,3.25296877365503,2.48195142423492,2.39795162992139,3.20385692505494,8.66600231549974,1.55705995016797,3.53968082569624,1.11544775787152,0.75218731126376,0.653927556022899,0.629165470640292,0.543715183418485,0.587602070964231,0.347907718704517,125.703899422798,7.29266566485504,0.0930851417416231,0.340212605236001,4.12666458892462,0.98253707614739,1.02479821013413,0.495735234387628,156.334480677629,0.761831333803954,0.833250411218903,0.0317792850896677,0.0297759582501632,0.0562174732449373,0.0628079285105009,0.100096264526487,0.207817403284596,0.293914703812166,0.198814253063139,0.76265796029887
3.9013194434935,2.7203771915165,3.73355082479976,3.70341270661944,3.30128572434263,2.48411828163765,2.40634411103459,3.2276018594664,8.70093752942151,1.65725218646083,3.6193392406145,1.13904274159009,0.761012541449106,0.649657654154321,0.636210100170091,0.549877650745125,0.592403937642087,0.360858114699993,125.564196176646,7.27551477475576,0.0924721703902571,0.337137019423075,4.13205695866673,0.97800160185826,1.0265252427958,0.49535956786127,156.187128862235,0.762298498791775,0.830889899202546,0.0323186489062129,0.0298395405228347,0.056491408295204,0.0629846437197093,0.100474677484157,0.207849372807802,0.294462143710811,0.197797966682202,0.748513082016575
3.99573750622937,2.67654696263745,3.80064784819941,3.67764670656347,3.27846531544753,2.46956010853401,2.45178072771242,3.26548071909543,8.66842960564803,1.71714031966192,3.49577738502394,1.08378598203635,0.745299188167274,0.642763808810205,0.612823427718861,0.533379225242338,0.573641184250969,0.342733475266474,125.468098295362,7.22651843444593,0.0923721054461491,0.33576764101793,4.14057406592726,0.975301014370255,1.02123871996447,0.497795923223406,156.098745360797,0.763275400610291,0.828517131682807,0.0320231897669266,0.0301941715521474,0.0562406277753969,0.0627236426764605,0.100676586914343,0.208689083718561,0.294744054122933,0.197351917999582,0.758304236223504
4.02841675302145,2.64529367519142,3.78678735739033,3.72140009035768,3.29793235244785,2.51150623789984,2.40429652782368,3.29823493560982,8.65237082677447,1.63221029315,3.597395672824,1.1247207076668,0.749766677441292,0.652949134615673,0.628156756478511,0.541078645331761,0.589915163380554,0.351297601537462,125.697349273742,7.16038757739119,0.0933775603253921,0.335616809618916,4.14924101639111,0.973156012943685,1.01957027915412,0.503955681564857,156.445730775031,0.761355626236653,0.822557924492518,0.0322047768408445,0.0302340469374307,0.056574239408187,0.0621862250679554,0.100876545818692,0.20851139607742,0.295189499549205,0.197281763653048,0.72887241047016
